epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,58.3113,1.15505,5.04399,0.01086,0.52666,0.75,0.87,0.61008,1.12639,2.82386,0.01402,0.00135344,0.00135344,0.00135344
21,60.0644,1.11302,4.42547,0.01045,0.48582,0.75,0.91167,0.62606,1.46575,2.61308,0.01878,0.00133693,0.00133693,0.00133693
22,61.9378,1.08797,3.73172,0.01003,0.49046,0.97529,0.91167,0.64136,1.33789,2.59173,0.01728,0.00132043,0.00132043,0.00132043
23,63.7957,1.06279,3.85197,0.00953,0.47044,0.83489,0.91167,0.65632,1.01679,2.32818,0.0139,0.00130393,0.00130393,0.00130393
24,65.6467,1.1008,4.07027,0.0101,0.66203,0.75,0.91167,0.66232,0.97711,2.17937,0.01282,0.00128742,0.00128742,0.00128742
25,67.2948,1.13219,3.26045,0.00931,0.66203,0.75,0.91167,0.66232,0.97711,2.17937,0.01282,0.00127092,0.00127092,0.00127092
26,68.9923,1.02811,3.17838,0.00837,0.66699,0.91801,0.91167,0.59278,1.30784,2.30807,0.01581,0.00125442,0.00125442,0.00125442
27,70.7721,1.05401,3.53681,0.0086,0.75214,0.73585,0.91167,0.55288,1.48217,2.56783,0.01795,0.00123791,0.00123791,0.00123791
28,72.4195,1.09095,3.32058,0.00901,0.77209,0.72436,0.91167,0.60631,1.29816,2.63472,0.01717,0.00122141,0.00122141,0.00122141
29,74.0718,1.09225,3.52739,0.00976,0.57998,0.94918,0.82833,0.5539,1.38902,2.3572,0.01904,0.00120491,0.00120491,0.00120491
30,75.8412,1.09245,3.48152,0.00969,0.55391,0.99579,0.82833,0.52247,1.36658,2.33415,0.01783,0.0011884,0.0011884,0.0011884
31,77.4243,1.08275,3.20846,0.00947,0.55391,0.99579,0.82833,0.52247,1.36658,2.33415,0.01783,0.0011719,0.0011719,0.0011719
32,79.0857,1.10392,3.15148,0.00869,0.54616,0.98517,0.82833,0.54239,1.30941,2.08117,0.01706,0.0011554,0.0011554,0.0011554
33,80.8169,1.11281,3.17661,0.00896,0.92677,0.73838,0.91167,0.62065,1.18116,1.93778,0.0145,0.00113889,0.00113889,0.00113889
34,82.6349,1.13403,3.15126,0.01107,0.91691,0.73758,0.91167,0.62732,1.15794,1.90456,0.01408,0.00112239,0.00112239,0.00112239
35,84.4173,1.09154,3.07467,0.00963,0.97121,0.87082,0.995,0.62633,1.36374,2.00813,0.01777,0.00110589,0.00110589,0.00110589
36,86.0808,1.00915,3.36123,0.0097,0.97121,0.87082,0.995,0.62633,1.36374,2.00813,0.01777,0.00108938,0.00108938,0.00108938
37,87.8176,0.98565,2.77674,0.0082,0.90803,0.9038,0.995,0.65843,1.26956,2.09458,0.01757,0.00107288,0.00107288,0.00107288
38,89.5601,1.06043,3.07217,0.00946,0.92333,0.75,0.91167,0.62695,1.04551,2.02304,0.01452,0.00105638,0.00105638,0.00105638
39,91.2411,1.15664,2.91145,0.01022,0.86658,0.75,0.91167,0.71297,0.72331,1.97494,0.00881,0.00103987,0.00103987,0.00103987
40,93.0386,1.04788,2.73269,0.00878,0.63458,1,0.91167,0.70893,0.80706,1.9284,0.00971,0.00102337,0.00102337,0.00102337
41,94.6804,1.03068,2.77671,0.00869,0.63458,1,0.91167,0.70893,0.80706,1.9284,0.00971,0.00100687,0.00100687,0.00100687
42,96.3193,1.08508,3.11689,0.01005,0.85721,0.96449,0.995,0.73375,1.05577,1.74326,0.01231,0.000990365,0.000990365,0.000990365
43,97.9932,1.10481,2.58762,0.00927,0.84006,1,0.995,0.7295,1.03818,1.60618,0.01265,0.000973861,0.000973861,0.000973861
44,99.6447,1.11272,2.84836,0.00935,0.83882,1,0.995,0.78468,0.82844,1.5907,0.01047,0.000957358,0.000957358,0.000957358
45,101.539,1.05946,2.57566,0.00899,0.86663,1,0.995,0.77925,0.82567,1.40384,0.01205,0.000940855,0.000940855,0.000940855
46,103.347,1.11838,2.95094,0.00951,0.90924,1,0.995,0.7647,0.8425,1.3315,0.01267,0.000924352,0.000924352,0.000924352
47,105.073,0.99572,2.60525,0.00804,0.90924,1,0.995,0.7647,0.8425,1.3315,0.01267,0.000907848,0.000907848,0.000907848
48,106.8,1.06329,2.88089,0.00997,0.933,1,0.995,0.7656,0.89873,1.28156,0.01341,0.000891345,0.000891345,0.000891345
49,108.569,1.04062,2.53943,0.00921,0.95025,1,0.995,0.71763,0.95296,1.27939,0.01317,0.000874842,0.000874842,0.000874842
50,110.252,0.91861,2.53844,0.00769,0.95627,1,0.995,0.73661,1.00249,1.31676,0.01272,0.000858338,0.000858338,0.000858338
51,112.043,1.12795,2.84605,0.00964,0.96271,1,0.995,0.75605,0.96895,1.31055,0.01167,0.000841835,0.000841835,0.000841835
52,113.741,0.902,2.5319,0.00736,0.96271,1,0.995,0.75605,0.96895,1.31055,0.01167,0.000825332,0.000825332,0.000825332
53,115.546,1.05216,2.31211,0.00913,0.96641,1,0.995,0.75438,0.9577,1.32009,0.01169,0.000808828,0.000808828,0.000808828
54,117.252,0.93539,2.31045,0.00844,0.96567,1,0.995,0.73394,0.99145,1.34578,0.01248,0.000792325,0.000792325,0.000792325
55,118.878,1.04673,2.33159,0.00907,0.9677,1,0.995,0.70489,1.0919,1.39222,0.01369,0.000775822,0.000775822,0.000775822
56,120.687,1.0909,2.58887,0.00993,0.97875,1,0.995,0.65132,1.26519,1.4395,0.01644,0.000759318,0.000759318,0.000759318
57,122.426,0.9991,2.57631,0.00931,0.97875,1,0.995,0.65132,1.26519,1.4395,0.01644,0.000742815,0.000742815,0.000742815
58,124.159,1.11745,2.19309,0.00973,0.97977,1,0.995,0.64016,1.38783,1.43131,0.01841,0.000726312,0.000726312,0.000726312
59,125.908,1.07754,2.17673,0.00807,0.98037,1,0.995,0.64028,1.39494,1.39134,0.01848,0.000709809,0.000709809,0.000709809
60,127.596,0.99872,2.28752,0.00864,0.98145,1,0.995,0.65016,1.3055,1.34249,0.01746,0.000693305,0.000693305,0.000693305
61,129.435,1.00524,2.00258,0.00875,0.95246,0.97444,0.995,0.6856,1.22746,1.33672,0.01671,0.000676802,0.000676802,0.000676802
62,131.202,1.07419,1.99461,0.00897,0.9647,0.93959,0.995,0.66301,1.23636,1.39455,0.01725,0.000660299,0.000660299,0.000660299
63,132.872,0.92439,2.2276,0.00804,0.9647,0.93959,0.995,0.66301,1.23636,1.39455,0.01725,0.000643795,0.000643795,0.000643795
64,134.553,0.9515,2.51205,0.00871,0.96253,0.91835,0.995,0.66451,1.19067,1.60078,0.01646,0.000627292,0.000627292,0.000627292
65,136.294,0.97758,2.43149,0.00842,0.94822,0.92835,0.995,0.6533,1.29627,1.62568,0.0185,0.000610789,0.000610789,0.000610789
66,138.043,1.06476,2.24686,0.00873,0.95306,1,0.995,0.64888,1.33542,1.53247,0.01931,0.000594286,0.000594286,0.000594286
67,139.779,1.0728,2.05012,0.00883,0.68397,1,0.995,0.648,1.25991,1.49978,0.01766,0.000577782,0.000577782,0.000577782
68,141.475,1.07288,2.22672,0.00956,0.68397,1,0.995,0.648,1.25991,1.49978,0.01766,0.000561279,0.000561279,0.000561279
69,143.132,1.0296,2.03685,0.00957,0.79171,1,0.995,0.6881,1.09989,1.38684,0.01452,0.000544776,0.000544776,0.000544776
70,144.791,1.03146,1.9273,0.00824,0.81733,1,0.995,0.73523,1.00739,1.34054,0.01228,0.000528272,0.000528272,0.000528272
71,146.432,0.98468,2.04333,0.00815,0.87894,1,0.995,0.7214,0.98905,1.17665,0.01156,0.000511769,0.000511769,0.000511769
72,148.285,0.94449,2.2296,0.00845,0.89757,1,0.995,0.72957,0.82852,1.32888,0.01034,0.000495266,0.000495266,0.000495266
73,149.985,1.109,2.03268,0.00907,0.89757,1,0.995,0.72957,0.82852,1.32888,0.01034,0.000478762,0.000478762,0.000478762
74,151.68,1.17348,2.21538,0.01019,0.89791,1,0.995,0.72952,0.8191,1.28656,0.01024,0.000462259,0.000462259,0.000462259
75,153.423,0.98756,1.79352,0.0084,0.91351,0.99063,0.995,0.7295,0.82113,1.24766,0.01024,0.000445756,0.000445756,0.000445756
76,155.112,0.99039,1.99628,0.00853,0.73946,1,0.995,0.72966,0.87749,1.22704,0.01105,0.000429253,0.000429253,0.000429253
77,156.788,0.96222,2.02298,0.00859,0.93366,0.92933,0.995,0.70888,0.94675,1.19923,0.01199,0.000412749,0.000412749,0.000412749
78,158.585,0.96359,2.07275,0.00834,0.96033,0.93337,0.995,0.70916,0.99919,1.16057,0.01272,0.000396246,0.000396246,0.000396246
79,160.257,1.04512,1.86597,0.00838,0.96033,0.93337,0.995,0.70916,0.99919,1.16057,0.01272,0.000379743,0.000379743,0.000379743
80,161.957,0.99945,1.99256,0.00877,0.99435,0.99789,0.995,0.71093,1.04153,1.1245,0.01347,0.000363239,0.000363239,0.000363239
81,163.621,1.0522,2.0159,0.00888,0.9613,0.97273,0.995,0.71042,1.06221,1.11519,0.01387,0.000346736,0.000346736,0.000346736
82,165.346,0.93053,2.03835,0.00801,0.96216,0.95897,0.995,0.712,1.0893,1.15121,0.0142,0.000330233,0.000330233,0.000330233
83,167.077,1.04234,2.01364,0.0084,0.95279,0.95059,0.995,0.71195,1.09876,1.13556,0.01445,0.000313729,0.000313729,0.000313729
84,168.918,1.0743,1.92798,0.00878,0.95279,0.95059,0.995,0.71195,1.09876,1.13556,0.01445,0.000297226,0.000297226,0.000297226
85,170.606,0.9407,1.69359,0.00753,0.9509,0.93501,0.995,0.71013,1.0984,1.09448,0.01437,0.000280723,0.000280723,0.000280723
86,172.232,0.97437,1.92156,0.00815,0.95347,0.93059,0.995,0.71017,1.08283,1.07841,0.01425,0.00026422,0.00026422,0.00026422
87,173.882,0.9992,1.89066,0.00877,0.94859,0.90201,0.995,0.71017,1.05707,1.06391,0.01386,0.000247716,0.000247716,0.000247716
88,175.507,1.0682,1.95882,0.00987,0.93629,0.91699,0.995,0.71092,1.02556,1.07372,0.0133,0.000231213,0.000231213,0.000231213
89,177.113,0.89036,1.78166,0.00696,0.93629,0.91699,0.995,0.71092,1.02556,1.07372,0.0133,0.00021471,0.00021471,0.00021471
90,178.923,0.95216,1.71009,0.00739,0.87415,0.91425,0.995,0.72354,0.97682,1.06752,0.01253,0.000198206,0.000198206,0.000198206
91,191.812,0.87152,3.23816,0.00867,0.92158,0.92638,0.995,0.71104,0.93027,1.10553,0.01184,0.000181703,0.000181703,0.000181703
92,193.547,0.76283,3.1713,0.00752,0.95886,0.94658,0.995,0.74747,0.91173,0.92405,0.01052,0.0001652,0.0001652,0.0001652
93,195.298,0.85796,3.25257,0.0085,0.93097,0.97797,0.995,0.76361,0.87255,0.84467,0.01019,0.000148696,0.000148696,0.000148696
94,196.96,0.81688,3.18251,0.00886,0.92931,0.97192,0.995,0.76827,0.84513,0.87469,0.00997,0.000132193,0.000132193,0.000132193
95,198.715,0.86698,3.21287,0.00889,0.92931,0.97192,0.995,0.76827,0.84513,0.87469,0.00997,0.00011569,0.00011569,0.00011569
96,200.417,0.68929,3.10249,0.00684,0.95684,0.91491,0.995,0.7722,0.81792,0.89112,0.00972,9.91865e-05,9.91865e-05,9.91865e-05
97,202.104,0.86931,3.22207,0.00945,0.97291,0.9071,0.995,0.77208,0.81272,0.88372,0.00981,8.26832e-05,8.26832e-05,8.26832e-05
98,204.03,0.85118,3.2169,0.00913,0.96751,0.91887,0.995,0.79283,0.82814,0.93798,0.01001,6.61799e-05,6.61799e-05,6.61799e-05
99,205.753,0.82014,3.10881,0.00858,0.97115,0.89223,0.995,0.79688,0.79739,0.91602,0.00975,4.96766e-05,4.96766e-05,4.96766e-05
100,207.505,0.86492,3.17475,0.00918,0.97115,0.89223,0.995,0.79688,0.79739,0.91602,0.00975,3.31733e-05,3.31733e-05,3.31733e-05
