epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,184.08,1.16464,1.28439,0.01243,0.88452,1,0.995,0.81571,0.86028,0.38978,0.01382,0.000874842,0.000874842,0.000874842
50,187.449,1.14291,1.21572,0.01199,0.95356,0.96177,0.995,0.81868,0.92277,0.42957,0.0145,0.000858338,0.000858338,0.000858338
51,190.687,1.10604,1.23088,0.01122,0.95823,0.90588,0.995,0.76662,1.07357,0.45637,0.0169,0.000841835,0.000841835,0.000841835
52,194.043,1.09254,1.17419,0.01236,0.89411,0.88982,0.995,0.69218,1.27111,0.50136,0.01997,0.000825332,0.000825332,0.000825332
53,197.416,1.06691,1.26776,0.01251,0.83602,0.97149,0.995,0.71044,1.20494,0.50696,0.01895,0.000808828,0.000808828,0.000808828
54,200.837,1.12874,1.19432,0.01113,0.86182,0.99295,0.995,0.74941,0.99922,0.53528,0.01555,0.000792325,0.000792325,0.000792325
55,204.216,1.12123,1.28278,0.01182,0.87945,1,0.995,0.77286,0.88863,0.48586,0.01375,0.000775822,0.000775822,0.000775822
56,207.661,1.13035,1.18936,0.01184,0.84945,1,0.995,0.7754,0.78419,0.49485,0.01176,0.000759318,0.000759318,0.000759318
57,211.128,1.05067,1.17253,0.01098,0.81959,1,0.995,0.73312,1.02717,0.47256,0.01597,0.000742815,0.000742815,0.000742815
58,214.664,1.03876,1.14752,0.01052,0.84976,1,0.995,0.72856,1.03696,0.50065,0.01644,0.000726312,0.000726312,0.000726312
59,217.917,1.0259,1.05361,0.01052,0.86866,1,0.995,0.74113,0.89065,0.38147,0.01363,0.000709809,0.000709809,0.000709809
60,221.372,1.05018,1.06283,0.01091,0.87121,1,0.995,0.81218,0.76711,0.37091,0.0116,0.000693305,0.000693305,0.000693305
61,224.823,0.99776,1.04168,0.01131,0.94364,0.86442,0.97,0.7407,0.96179,0.43054,0.01471,0.000676802,0.000676802,0.000676802
62,228.287,1.09432,1.07697,0.01033,0.9811,0.91755,0.995,0.78587,0.81412,0.41742,0.01221,0.000660299,0.000660299,0.000660299
63,231.836,1.07079,1.16727,0.01103,0.94192,0.875,0.97,0.80227,0.75381,0.42211,0.01131,0.000643795,0.000643795,0.000643795
64,235.567,1.0141,1.04083,0.01053,0.961,0.86055,0.97,0.83127,0.63338,0.54546,0.00923,0.000627292,0.000627292,0.000627292
65,239.066,1.03303,0.94917,0.00993,0.93144,0.80872,0.97,0.83422,0.63476,0.54401,0.00944,0.000610789,0.000610789,0.000610789
66,242.817,1.05209,1.04842,0.01116,0.82064,0.9705,0.995,0.84575,0.74504,0.42603,0.01116,0.000594286,0.000594286,0.000594286
67,246.455,0.93552,0.97431,0.01006,0.83389,0.99091,0.995,0.87286,0.71304,0.38769,0.01055,0.000577782,0.000577782,0.000577782
68,249.929,1.02688,1.03721,0.01203,0.81882,1,0.995,0.87783,0.65332,0.35979,0.0098,0.000561279,0.000561279,0.000561279
69,253.394,0.99252,0.97006,0.01014,0.87074,0.97817,0.995,0.80686,0.79024,0.33881,0.0114,0.000544776,0.000544776,0.000544776
70,256.769,1.07163,1.10698,0.01221,0.87832,0.97905,0.995,0.83287,0.67526,0.3092,0.0096,0.000528272,0.000528272,0.000528272
71,260.239,0.9431,0.98098,0.00946,0.88755,0.97965,0.995,0.8274,0.65651,0.30229,0.00918,0.000511769,0.000511769,0.000511769
72,263.622,0.95817,0.95324,0.01064,0.94556,0.9947,0.995,0.84803,0.64219,0.27528,0.0093,0.000495266,0.000495266,0.000495266
73,267.381,0.97613,0.98046,0.01054,0.93914,1,0.995,0.84804,0.60898,0.27628,0.0088,0.000478762,0.000478762,0.000478762
74,270.755,1.01578,0.97967,0.01057,0.91324,1,0.995,0.89878,0.59095,0.27724,0.0084,0.000462259,0.000462259,0.000462259
75,274.187,0.96741,0.93932,0.01093,0.89953,1,0.995,0.8772,0.63152,0.29332,0.00904,0.000445756,0.000445756,0.000445756
76,277.622,1.04007,0.9718,0.01129,0.89925,1,0.995,0.86184,0.68696,0.31447,0.01018,0.000429253,0.000429253,0.000429253
77,281.111,0.97771,0.90553,0.01041,0.9377,1,0.995,0.8286,0.60456,0.29919,0.00874,0.000412749,0.000412749,0.000412749
78,284.611,0.964,0.86508,0.00929,0.94771,0.98146,0.995,0.88026,0.52763,0.30064,0.00739,0.000396246,0.000396246,0.000396246
79,288.07,1.04737,0.97442,0.01042,0.93499,0.92735,0.995,0.87729,0.49703,0.40593,0.00694,0.000379743,0.000379743,0.000379743
80,291.578,1.01297,0.89898,0.01092,0.91852,0.87988,0.995,0.87715,0.4953,0.43798,0.00704,0.000363239,0.000363239,0.000363239
81,294.994,0.9355,0.8505,0.00935,0.69637,0.98305,0.995,0.80402,0.6038,0.52458,0.00882,0.000346736,0.000346736,0.000346736
82,298.534,1.01826,0.93561,0.01088,0.70702,0.98499,0.995,0.81275,0.75338,0.50362,0.01124,0.000330233,0.000330233,0.000330233
83,301.962,1.00256,0.94264,0.01119,0.80426,0.85742,0.995,0.81271,0.7485,0.51806,0.01111,0.000313729,0.000313729,0.000313729
84,305.443,0.97647,0.87946,0.01099,0.70456,0.98477,0.995,0.82807,0.6155,0.51599,0.00914,0.000297226,0.000297226,0.000297226
85,309.274,0.97335,0.92906,0.00984,0.74492,0.90608,0.995,0.8988,0.53601,0.50103,0.00783,0.000280723,0.000280723,0.000280723
86,312.734,0.9446,0.91293,0.00909,0.89339,0.90332,0.995,0.89974,0.53331,0.45419,0.00764,0.00026422,0.00026422,0.00026422
87,316.273,0.92796,0.89444,0.0105,0.92135,0.9045,0.995,0.89971,0.52966,0.44256,0.00763,0.000247716,0.000247716,0.000247716
88,319.734,0.93415,0.84326,0.01014,0.9489,0.90391,0.995,0.89689,0.53293,0.43897,0.00759,0.000231213,0.000231213,0.000231213
89,323.692,1.01118,0.90386,0.00997,0.95846,0.91183,0.995,0.90031,0.496,0.44696,0.00711,0.00021471,0.00021471,0.00021471
90,327.52,0.90413,0.92161,0.00953,0.95573,0.90921,0.995,0.90496,0.50518,0.483,0.00736,0.000198206,0.000198206,0.000198206
91,338.572,0.76512,0.74148,0.00944,0.93455,0.91067,0.995,0.84956,0.5545,0.48988,0.00823,0.000181703,0.000181703,0.000181703
92,342.047,0.78058,0.78353,0.0092,0.91337,0.91804,0.995,0.8494,0.60437,0.47216,0.00898,0.0001652,0.0001652,0.0001652
93,345.736,0.78015,0.74726,0.00897,0.9111,0.91591,0.995,0.83375,0.61314,0.47444,0.00904,0.000148696,0.000148696,0.000148696
94,349.392,0.76542,0.73908,0.00887,0.84727,0.90332,0.995,0.88669,0.55458,0.48468,0.00808,0.000132193,0.000132193,0.000132193
95,352.926,0.71542,0.74011,0.00776,0.74812,0.90968,0.995,0.88804,0.52805,0.48191,0.00778,0.00011569,0.00011569,0.00011569
96,356.482,0.73307,0.77695,0.00877,0.74433,0.90594,0.995,0.90992,0.49738,0.50099,0.00728,9.91865e-05,9.91865e-05,9.91865e-05
97,359.912,0.78188,0.75838,0.00934,0.74475,0.91132,0.995,0.90803,0.48561,0.53244,0.00713,8.26832e-05,8.26832e-05,8.26832e-05
98,363.532,0.74821,0.7485,0.00892,0.86834,0.88537,0.995,0.91048,0.49677,0.50657,0.00715,6.61799e-05,6.61799e-05,6.61799e-05
99,366.94,0.72931,0.71297,0.00806,0.91294,0.87541,0.995,0.90894,0.48956,0.4989,0.00715,4.96766e-05,4.96766e-05,4.96766e-05
100,370.326,0.75879,0.717,0.00882,0.74977,0.88594,0.995,0.91001,0.48261,0.51309,0.00696,3.31733e-05,3.31733e-05,3.31733e-05
