epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,73.4592,1.13346,3.88304,0.00945,0.88396,0.69885,0.69535,0.52497,1.62005,2.60345,0.01152,0.0011719,0.0011719,0.0011719
32,75.297,1.25425,3.32697,0.01038,0.88826,0.7,0.69536,0.52624,1.54605,2.57261,0.01068,0.0011554,0.0011554,0.0011554
33,77.1773,1.26545,3.40476,0.00933,0.9022,0.7,0.69537,0.55425,1.44266,2.51022,0.00957,0.00113889,0.00113889,0.00113889
34,79.0559,1.13127,3.105,0.00907,0.9579,0.7,0.69537,0.54647,1.41161,2.45434,0.00993,0.00112239,0.00112239,0.00112239
35,80.8581,1.02062,3.00033,0.00758,0.97382,0.7,0.69537,0.51059,1.41949,2.46875,0.01046,0.00110589,0.00110589,0.00110589
36,82.6028,1.13056,3.06314,0.00866,0.97382,0.7,0.69537,0.51059,1.41949,2.46875,0.01046,0.00108938,0.00108938,0.00108938
37,84.4367,0.96997,2.68481,0.00772,0.94054,0.7,0.69536,0.51762,1.40262,2.43176,0.0097,0.00107288,0.00107288,0.00107288
38,86.2796,1.12539,3.45131,0.00856,0.92307,0.7,0.69535,0.56227,1.34121,2.38866,0.00846,0.00105638,0.00105638,0.00105638
39,88.0851,1.17902,2.72191,0.00835,0.92505,0.7,0.69535,0.5525,1.28205,2.38858,0.00793,0.00103987,0.00103987,0.00103987
40,89.9,1.11079,2.72725,0.00809,0.96512,0.7,0.69536,0.5865,1.19208,2.42946,0.00768,0.00102337,0.00102337,0.00102337
41,91.711,1.04737,2.49646,0.00844,0.96512,0.7,0.69536,0.5865,1.19208,2.42946,0.00768,0.00100687,0.00100687,0.00100687
42,93.5712,1.12425,2.90446,0.00888,0.91629,0.69027,0.69535,0.54828,1.28906,2.45278,0.00867,0.000990365,0.000990365,0.000990365
43,95.3532,1.09445,3.16323,0.00927,0.91062,0.6912,0.69535,0.51795,1.52927,2.48826,0.0113,0.000973861,0.000973861,0.000973861
44,97.2203,1.12883,2.87145,0.00928,0.93067,0.69214,0.69536,0.51189,1.55119,2.47143,0.01162,0.000957358,0.000957358,0.000957358
45,99.1598,1.12878,2.40895,0.00829,0.9573,0.7,0.69536,0.52302,1.42929,2.44626,0.01012,0.000940855,0.000940855,0.000940855
46,100.991,1.14011,2.58627,0.00848,0.82632,0.7,0.69536,0.52443,1.41389,2.45493,0.00929,0.000924352,0.000924352,0.000924352
47,102.773,1.13762,2.61044,0.00779,0.82632,0.7,0.69536,0.52443,1.41389,2.45493,0.00929,0.000907848,0.000907848,0.000907848
48,104.595,1.18313,2.79572,0.00949,0.79538,0.69449,0.69536,0.51789,1.54408,2.42624,0.00995,0.000891345,0.000891345,0.000891345
49,106.417,1.2183,2.97035,0.00934,0.87783,0.67345,0.69536,0.55039,1.6773,2.36467,0.01035,0.000874842,0.000874842,0.000874842
50,108.261,1.04409,2.30667,0.00749,0.95676,0.69014,0.69536,0.54294,1.74277,2.28836,0.01094,0.000858338,0.000858338,0.000858338
51,110.119,1.1704,2.85233,0.00923,0.9055,0.69642,0.69536,0.52533,1.80243,2.31211,0.01217,0.000841835,0.000841835,0.000841835
52,111.898,1.19129,2.68984,0.00933,0.9055,0.69642,0.69536,0.52533,1.80243,2.31211,0.01217,0.000825332,0.000825332,0.000825332
53,113.691,1.13165,2.71012,0.00884,0.88266,0.69961,0.69535,0.51424,1.80715,2.3582,0.01308,0.000808828,0.000808828,0.000808828
54,115.482,1.06356,2.9211,0.00906,0.88105,0.69684,0.69535,0.52267,1.74557,2.31817,0.01236,0.000792325,0.000792325,0.000792325
55,117.274,1.05753,2.46184,0.00788,0.90182,0.69058,0.69535,0.53283,1.6541,2.24088,0.01117,0.000775822,0.000775822,0.000775822
56,119.151,1.06502,2.38272,0.00765,0.98471,0.69456,0.69535,0.59829,1.52664,2.1904,0.00969,0.000759318,0.000759318,0.000759318
57,120.933,1.22078,2.46702,0.0091,0.98471,0.69456,0.69535,0.59829,1.52664,2.1904,0.00969,0.000742815,0.000742815,0.000742815
58,122.765,1.11083,2.24131,0.00838,0.95196,0.68592,0.69535,0.60079,1.41431,2.18313,0.00841,0.000726312,0.000726312,0.000726312
59,124.534,1.06138,2.25023,0.00835,0.96512,0.69203,0.69535,0.6051,1.39491,2.13571,0.00822,0.000709809,0.000709809,0.000709809
60,126.361,1.06455,2.2215,0.00784,0.96179,0.69182,0.69535,0.56776,1.46157,2.08744,0.0093,0.000693305,0.000693305,0.000693305
61,128.136,1.02319,2.19669,0.00737,0.9105,0.69465,0.69535,0.53498,1.64649,2.20682,0.01178,0.000676802,0.000676802,0.000676802
62,129.979,0.98776,2.54587,0.00743,0.89402,0.69473,0.69535,0.49517,1.78625,2.14946,0.01343,0.000660299,0.000660299,0.000660299
63,131.763,1.18878,2.5114,0.00836,0.89402,0.69473,0.69535,0.49517,1.78625,2.14946,0.01343,0.000643795,0.000643795,0.000643795
64,133.585,1.07898,2.59845,0.00859,0.88239,0.69441,0.69535,0.49493,1.78185,2.1516,0.0137,0.000627292,0.000627292,0.000627292
65,135.374,1.16652,2.0951,0.00834,0.8772,0.693,0.69535,0.53556,1.62069,2.20064,0.01194,0.000610789,0.000610789,0.000610789
66,137.223,1.05666,2.41989,0.00855,0.88264,0.69077,0.69535,0.54534,1.51768,2.16549,0.01035,0.000594286,0.000594286,0.000594286
67,139.072,0.99434,2.28058,0.00778,0.97917,0.67448,0.69535,0.59268,1.39639,2.13292,0.00891,0.000577782,0.000577782,0.000577782
68,140.901,1.03677,2.12574,0.00852,0.97917,0.67448,0.69535,0.59268,1.39639,2.13292,0.00891,0.000561279,0.000561279,0.000561279
69,142.743,1.13,2.31626,0.00921,0.99851,0.69211,0.69535,0.60246,1.38106,2.09321,0.00839,0.000544776,0.000544776,0.000544776
70,144.577,1.07092,2.28871,0.00867,0.98881,0.68023,0.6957,0.59272,1.35575,2.09706,0.00794,0.000528272,0.000528272,0.000528272
71,146.404,1.02697,2.26882,0.00863,0.97798,0.68319,0.69535,0.59282,1.39042,2.03759,0.00853,0.000511769,0.000511769,0.000511769
72,148.266,1.01877,2.15584,0.0085,0.99706,0.69776,0.69534,0.59842,1.42737,2.01076,0.00881,0.000495266,0.000495266,0.000495266
73,150.061,1.03301,1.97199,0.0072,0.99706,0.69776,0.69534,0.59842,1.42737,2.01076,0.00881,0.000478762,0.000478762,0.000478762
74,151.792,0.9423,2.06365,0.00764,0.98004,0.69143,0.69534,0.55775,1.50072,2.00488,0.00959,0.000462259,0.000462259,0.000462259
75,153.563,0.97121,1.87054,0.00771,0.97408,0.68778,0.69572,0.54596,1.57355,2.01074,0.01052,0.000445756,0.000445756,0.000445756
76,155.399,1.08477,2.22986,0.00907,0.97626,0.69112,0.69589,0.50806,1.61925,2.02466,0.01135,0.000429253,0.000429253,0.000429253
77,157.19,0.99938,1.99426,0.00695,0.98305,0.7,0.69535,0.50633,1.61976,2.03828,0.01135,0.000412749,0.000412749,0.000412749
78,159.024,0.97688,2.09794,0.00769,0.95226,0.67688,0.69535,0.55344,1.56572,2.03937,0.01091,0.000396246,0.000396246,0.000396246
79,160.87,1.08017,2.09562,0.0082,0.95226,0.67688,0.69535,0.55344,1.56572,2.03937,0.01091,0.000379743,0.000379743,0.000379743
80,162.67,1.0919,2.42485,0.00873,0.6511,0.7,0.61201,0.49266,1.47724,2.05944,0.00965,0.000363239,0.000363239,0.000363239
81,164.564,0.94898,1.7935,0.00678,0.6822,0.7,0.61202,0.49408,1.41728,2.04552,0.00859,0.000346736,0.000346736,0.000346736
82,166.596,1.00779,2.09143,0.00713,0.87894,0.7,0.69535,0.56373,1.37379,2.01068,0.00813,0.000330233,0.000330233,0.000330233
83,168.474,0.9908,1.96282,0.00738,0.87183,0.7,0.69535,0.57755,1.33594,1.98431,0.0078,0.000313729,0.000313729,0.000313729
84,170.647,1.04845,2.06572,0.00804,0.87183,0.7,0.69535,0.57755,1.33594,1.98431,0.0078,0.000297226,0.000297226,0.000297226
85,174.335,1.02762,2.05389,0.00863,0.86375,0.7,0.69536,0.58386,1.31291,1.9879,0.00767,0.000280723,0.000280723,0.000280723
86,178.057,1.02495,2.14545,0.00743,0.85888,0.7,0.69535,0.57385,1.29147,1.99224,0.00763,0.00026422,0.00026422,0.00026422
87,181.621,0.99858,1.83088,0.00759,0.84271,0.7,0.69535,0.57389,1.27005,2.03546,0.00784,0.000247716,0.000247716,0.000247716
88,185.283,1.02586,2.08747,0.00824,0.80503,0.7,0.69535,0.59867,1.31703,2.07505,0.00842,0.000231213,0.000231213,0.000231213
89,189.184,0.95825,1.90879,0.00702,0.80503,0.7,0.69535,0.59867,1.31703,2.07505,0.00842,0.00021471,0.00021471,0.00021471
90,192.8,0.9633,1.95176,0.00726,0.75647,0.7,0.69535,0.57502,1.38415,2.11118,0.00898,0.000198206,0.000198206,0.000198206
91,200.687,0.89253,3.21359,0.00766,0.80481,0.7,0.69535,0.565,1.39042,2.1105,0.00915,0.000181703,0.000181703,0.000181703
92,202.512,0.81488,3.08309,0.00751,0.87298,0.7,0.69535,0.57183,1.34561,2.02969,0.00858,0.0001652,0.0001652,0.0001652
93,204.54,0.7513,3.0435,0.00691,0.9144,0.7,0.69535,0.57332,1.34285,1.9864,0.00846,0.000148696,0.000148696,0.000148696
94,206.429,0.90796,3.10554,0.00807,0.94651,0.7,0.69535,0.56784,1.34577,1.97205,0.00845,0.000132193,0.000132193,0.000132193
95,208.818,0.77395,3.01602,0.00722,0.94651,0.7,0.69535,0.56784,1.34577,1.97205,0.00845,0.00011569,0.00011569,0.00011569
96,212.751,0.84593,3.04979,0.00762,0.96115,0.7,0.69535,0.56784,1.36212,1.96382,0.00848,9.91865e-05,9.91865e-05,9.91865e-05
97,216.663,0.82238,3.0304,0.00802,0.96204,0.7,0.69535,0.58979,1.35533,1.99929,0.00857,8.26832e-05,8.26832e-05,8.26832e-05
98,218.95,0.79053,2.99246,0.00638,0.96833,0.7,0.69535,0.5733,1.39046,1.9905,0.0087,6.61799e-05,6.61799e-05,6.61799e-05
99,220.798,0.84354,2.93317,0.00738,0.9686,0.69721,0.69535,0.56501,1.39258,1.99588,0.00875,4.96766e-05,4.96766e-05,4.96766e-05
100,222.554,0.83065,3.06228,0.00823,0.9686,0.69721,0.69535,0.56501,1.39258,1.99588,0.00875,3.31733e-05,3.31733e-05,3.31733e-05
