epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,109.573,1.10248,2.19409,0.01219,0.96948,0.86219,0.97,0.8131,0.81199,1.11409,0.01257,0.00113889,0.00113889,0.00113889
34,112.437,1.14061,2.18405,0.01281,0.82616,0.97062,0.995,0.82962,0.93898,1.1557,0.01445,0.00112239,0.00112239,0.00112239
35,115.319,1.19398,2.11696,0.01375,0.80967,0.97339,0.995,0.8189,0.99646,1.12347,0.01542,0.00110589,0.00110589,0.00110589
36,118.259,1.1336,1.97404,0.01218,0.95938,0.76516,0.995,0.79958,0.82578,1.03788,0.01219,0.00108938,0.00108938,0.00108938
37,121.141,1.10726,1.96948,0.01136,0.70869,0.94935,0.995,0.79647,0.7625,1.1425,0.01144,0.00107288,0.00107288,0.00107288
38,124.012,1.07737,1.81564,0.01133,0.68981,1,0.995,0.82493,0.96736,0.92759,0.0147,0.00105638,0.00105638,0.00105638
39,126.866,1.10345,1.73539,0.01211,0.79739,0.95178,0.995,0.76514,0.7686,1.08982,0.01255,0.00103987,0.00103987,0.00103987
40,129.704,1.11599,1.78273,0.01258,0.95847,0.96179,0.995,0.7201,1.07907,0.76714,0.01612,0.00102337,0.00102337,0.00102337
41,132.539,1.08057,1.75547,0.01132,0.95561,1,0.995,0.71676,1.09869,0.72274,0.01634,0.00100687,0.00100687,0.00100687
42,135.456,1.07554,1.82689,0.01213,0.97627,1,0.995,0.76005,1.16223,0.61222,0.01759,0.000990365,0.000990365,0.000990365
43,138.348,1.08617,1.81556,0.01127,0.97717,1,0.995,0.75829,1.07734,0.53025,0.01624,0.000973861,0.000973861,0.000973861
44,141.247,1.03394,1.61169,0.01118,0.96418,1,0.995,0.80136,0.95224,0.48119,0.01431,0.000957358,0.000957358,0.000957358
45,144.09,1.04332,1.65415,0.01165,0.94766,1,0.995,0.8071,0.95565,0.45573,0.01449,0.000940855,0.000940855,0.000940855
46,147.051,1.07589,1.63753,0.01164,0.94694,1,0.995,0.78314,1.04239,0.4661,0.01614,0.000924352,0.000924352,0.000924352
47,150.068,1.04599,1.50554,0.01153,0.94115,0.93681,0.995,0.75519,1.15195,0.55646,0.01809,0.000907848,0.000907848,0.000907848
48,153.015,1.07618,1.49054,0.01127,0.95822,0.92214,0.995,0.74249,1.02077,0.61318,0.0159,0.000891345,0.000891345,0.000891345
49,156.09,1.13456,1.52811,0.01189,0.95949,1,0.995,0.78042,0.92982,0.50968,0.01433,0.000874842,0.000874842,0.000874842
50,158.981,1.10653,1.49583,0.01095,0.90902,1,0.995,0.78042,0.88796,0.47341,0.01344,0.000858338,0.000858338,0.000858338
51,161.931,1.01125,1.35986,0.01087,0.82034,1,0.995,0.79969,0.88634,0.50091,0.01335,0.000841835,0.000841835,0.000841835
52,164.921,1.04803,1.28549,0.01047,0.7367,1,0.995,0.76169,1.05748,0.52492,0.01632,0.000825332,0.000825332,0.000825332
53,167.922,1.02242,1.39238,0.01159,0.65005,1,0.995,0.74048,1.17407,0.58665,0.01855,0.000808828,0.000808828,0.000808828
54,170.795,1.07692,1.35121,0.01104,0.83685,1,0.995,0.76247,1.0599,0.44381,0.01648,0.000792325,0.000792325,0.000792325
55,173.743,0.99424,1.38762,0.01075,0.87025,1,0.995,0.79824,0.91278,0.40534,0.01393,0.000775822,0.000775822,0.000775822
56,176.676,1.05064,1.2863,0.01176,0.87034,1,0.995,0.80594,0.82163,0.40451,0.01235,0.000759318,0.000759318,0.000759318
57,179.622,1.03892,1.3012,0.01029,0.9249,1,0.995,0.78487,1.05129,0.42736,0.01634,0.000742815,0.000742815,0.000742815
58,182.56,0.97018,1.25969,0.01047,0.93296,1,0.995,0.73746,1.29787,0.43245,0.0208,0.000726312,0.000726312,0.000726312
59,185.455,1.11573,1.29704,0.01192,0.91074,1,0.995,0.74073,1.21177,0.41801,0.01917,0.000709809,0.000709809,0.000709809
60,188.429,1.01557,1.22971,0.01078,0.88219,1,0.995,0.75676,1.01725,0.4033,0.01576,0.000693305,0.000693305,0.000693305
61,191.401,1.09357,1.31605,0.01212,0.85677,1,0.995,0.80533,0.89724,0.38091,0.01341,0.000676802,0.000676802,0.000676802
62,194.273,1.02003,1.22103,0.01068,0.87472,1,0.995,0.80014,0.93176,0.37236,0.0139,0.000660299,0.000660299,0.000660299
63,197.154,1.04496,1.1529,0.01114,0.88811,1,0.995,0.81352,1.02849,0.41265,0.01553,0.000643795,0.000643795,0.000643795
64,200.224,0.9823,1.14164,0.0102,0.88247,1,0.995,0.76459,1.03327,0.43018,0.0156,0.000627292,0.000627292,0.000627292
65,203.26,1.02547,1.09083,0.00983,0.69365,1,0.995,0.86217,0.77502,0.51788,0.01147,0.000610789,0.000610789,0.000610789
66,206.288,1.01886,1.10599,0.01083,0.63314,1,0.97,0.79033,0.75501,0.57563,0.011,0.000594286,0.000594286,0.000594286
67,209.203,0.99331,1.17868,0.01007,0.76167,1,0.97,0.79014,0.77818,0.57412,0.01154,0.000577782,0.000577782,0.000577782
68,212.166,1.02679,1.18843,0.01131,0.95757,0.85793,0.97,0.76789,0.82397,0.50954,0.01253,0.000561279,0.000561279,0.000561279
69,215.016,0.92858,1.04012,0.00921,0.96542,0.83337,0.97,0.7932,0.81546,0.47153,0.01228,0.000544776,0.000544776,0.000544776
70,217.938,0.92455,1.14718,0.01037,0.87744,1,0.995,0.84199,0.7691,0.40779,0.01128,0.000528272,0.000528272,0.000528272
71,220.978,0.99559,1.05757,0.00961,0.88228,1,0.995,0.81412,0.76089,0.38041,0.0112,0.000511769,0.000511769,0.000511769
72,224.034,0.959,1.02687,0.00953,0.93756,0.98228,0.995,0.81411,0.77374,0.3509,0.01128,0.000495266,0.000495266,0.000495266
73,227.001,0.90263,1.02498,0.0096,0.94907,0.978,0.995,0.81413,0.81373,0.37018,0.01196,0.000478762,0.000478762,0.000478762
74,229.853,0.9523,1.07394,0.00973,0.95192,0.97878,0.995,0.81179,0.84591,0.41249,0.0125,0.000462259,0.000462259,0.000462259
75,232.793,0.91035,1.02906,0.00961,0.93225,0.97866,0.995,0.81652,0.77975,0.39441,0.01141,0.000445756,0.000445756,0.000445756
76,235.779,0.96251,1.0299,0.00938,0.92757,0.97993,0.995,0.81624,0.71297,0.38729,0.0103,0.000429253,0.000429253,0.000429253
77,238.703,1.0013,1.07101,0.01002,0.91738,0.97682,0.995,0.84709,0.62531,0.39938,0.00894,0.000412749,0.000412749,0.000412749
78,241.77,0.85371,1.05642,0.00894,0.90598,0.9726,0.995,0.85062,0.62892,0.41663,0.00902,0.000396246,0.000396246,0.000396246
79,244.624,0.9508,0.92679,0.00909,0.9087,0.96737,0.995,0.8157,0.71291,0.43079,0.01037,0.000379743,0.000379743,0.000379743
80,247.448,0.9437,1.10404,0.01023,0.90459,0.94809,0.995,0.81602,0.73049,0.46427,0.01059,0.000363239,0.000363239,0.000363239
81,250.219,0.91662,1.03888,0.01074,0.90612,0.85397,0.97,0.79906,0.78959,0.49501,0.01145,0.000346736,0.000346736,0.000346736
82,252.963,0.99882,0.98692,0.00957,0.88417,0.9144,0.995,0.82439,0.82312,0.4759,0.01205,0.000330233,0.000330233,0.000330233
83,255.729,0.92854,1.04156,0.00972,0.84804,1,0.995,0.77761,0.82983,0.46343,0.01224,0.000313729,0.000313729,0.000313729
84,258.694,0.91411,0.93159,0.0095,0.86414,1,0.995,0.77807,0.807,0.47191,0.01191,0.000297226,0.000297226,0.000297226
85,261.595,0.9919,0.9968,0.01051,0.83208,1,0.995,0.77821,0.77644,0.47069,0.0114,0.000280723,0.000280723,0.000280723
86,264.693,0.8893,0.93351,0.01026,0.8539,0.87414,0.995,0.82761,0.67813,0.47319,0.00987,0.00026422,0.00026422,0.00026422
87,267.546,0.89551,0.87789,0.00907,0.84774,0.92486,0.995,0.82769,0.65084,0.45615,0.00936,0.000247716,0.000247716,0.000247716
88,270.652,0.97342,0.96633,0.01058,0.81901,0.97224,0.995,0.84575,0.63175,0.44819,0.00911,0.000231213,0.000231213,0.000231213
89,273.772,0.93387,1.01048,0.00993,0.83057,0.98345,0.995,0.84575,0.64702,0.4189,0.00929,0.00021471,0.00021471,0.00021471
90,276.799,0.95036,0.96127,0.00947,0.84427,0.97623,0.995,0.84575,0.66036,0.40289,0.00968,0.000198206,0.000198206,0.000198206
91,286.233,0.77328,0.9649,0.00934,0.82654,0.96609,0.995,0.84575,0.65427,0.44111,0.00959,0.000181703,0.000181703,0.000181703
92,289.134,0.76209,1.02469,0.00891,0.81887,0.96928,0.995,0.84575,0.65412,0.46857,0.00962,0.0001652,0.0001652,0.0001652
93,292.234,0.76518,0.96069,0.0095,0.91679,0.85795,0.97,0.80079,0.69732,0.47927,0.01022,0.000148696,0.000148696,0.000148696
94,295.113,0.73605,0.97162,0.00897,0.91715,0.85851,0.97,0.80118,0.69948,0.47787,0.01028,0.000132193,0.000132193,0.000132193
95,298.003,0.70263,0.90764,0.00818,0.92256,0.85863,0.97,0.80114,0.71995,0.4949,0.01058,0.00011569,0.00011569,0.00011569
96,300.991,0.76061,0.93937,0.00879,0.92847,0.85937,0.97,0.80113,0.74358,0.4862,0.01097,9.91865e-05,9.91865e-05,9.91865e-05
97,303.782,0.71285,0.90669,0.00806,0.85774,0.97162,0.995,0.82513,0.74827,0.45226,0.01111,8.26832e-05,8.26832e-05,8.26832e-05
98,306.57,0.73722,0.88942,0.00898,0.85522,0.97326,0.995,0.82512,0.73506,0.44618,0.01094,6.61799e-05,6.61799e-05,6.61799e-05
99,309.427,0.72561,0.91194,0.00886,0.93327,0.85946,0.97,0.80105,0.72185,0.47699,0.01065,4.96766e-05,4.96766e-05,4.96766e-05
100,312.265,0.73765,0.9439,0.00902,0.86009,0.97088,0.995,0.82512,0.73748,0.45373,0.01085,3.31733e-05,3.31733e-05,3.31733e-05
