epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,72.2868,1.08826,2.06095,0.01358,0.93342,1,0.995,0.76504,1.06524,0.8976,0.01387,0.000825332,0.000825332,0.000825332
53,73.3438,1.12157,2.12158,0.01276,0.94453,1,0.995,0.77651,0.98835,0.82232,0.01311,0.000808828,0.000808828,0.000808828
54,74.3867,1.1554,2.05191,0.01474,0.95546,1,0.995,0.7417,0.94848,0.78233,0.01297,0.000792325,0.000792325,0.000792325
55,75.4327,1.12711,2.03535,0.01488,0.97154,1,0.995,0.68769,0.994,0.78418,0.0141,0.000775822,0.000775822,0.000775822
56,76.4839,1.02699,1.82045,0.01345,0.9827,1,0.995,0.68462,1.0898,0.79789,0.01527,0.000759318,0.000759318,0.000759318
57,77.5166,0.99235,1.99657,0.01219,0.98635,0.99991,0.995,0.67677,1.12868,0.80063,0.01543,0.000742815,0.000742815,0.000742815
58,78.6351,1.06743,1.98877,0.01218,0.94842,0.98165,0.995,0.76377,1.07768,0.82261,0.01442,0.000726312,0.000726312,0.000726312
59,79.7355,1.16269,2.01576,0.0146,0.92163,0.98044,0.995,0.78314,1.02002,0.81303,0.01347,0.000709809,0.000709809,0.000709809
60,80.8598,1.049,1.95727,0.01344,0.92731,0.9857,0.995,0.79428,0.89736,0.76016,0.01203,0.000693305,0.000693305,0.000693305
61,81.9438,1.12408,2.06944,0.01486,0.95272,0.99949,0.995,0.75107,0.92547,0.76126,0.01241,0.000676802,0.000676802,0.000676802
62,83.0048,0.93062,1.77488,0.011,0.97188,1,0.995,0.7123,1.05968,0.82251,0.01405,0.000660299,0.000660299,0.000660299
63,84.1082,0.95898,1.79747,0.01226,0.97592,1,0.995,0.71461,1.01002,0.82838,0.01351,0.000643795,0.000643795,0.000643795
64,85.1531,0.96472,1.80604,0.01268,0.97794,1,0.995,0.75639,0.96122,0.8126,0.01263,0.000627292,0.000627292,0.000627292
65,86.2105,1.04373,1.87221,0.0128,0.97479,1,0.995,0.78588,0.93941,0.79751,0.01245,0.000610789,0.000610789,0.000610789
66,87.2708,1.09764,2.05213,0.01436,0.97284,1,0.995,0.78399,0.90214,0.78994,0.01216,0.000594286,0.000594286,0.000594286
67,88.3099,1.02881,1.89733,0.01265,0.9752,1,0.995,0.79339,0.87944,0.78666,0.01194,0.000577782,0.000577782,0.000577782
68,89.4107,0.98306,1.75263,0.0119,0.97535,1,0.995,0.75451,0.95089,0.8187,0.01302,0.000561279,0.000561279,0.000561279
69,90.5548,0.92382,1.78678,0.01117,0.97639,1,0.995,0.75328,1.01148,0.83514,0.01376,0.000544776,0.000544776,0.000544776
70,91.5749,1.00432,1.71881,0.01215,0.97603,1,0.995,0.74973,0.99891,0.81276,0.01362,0.000528272,0.000528272,0.000528272
71,92.6377,0.93745,1.62623,0.01197,0.97382,1,0.995,0.75868,0.95129,0.77599,0.01302,0.000511769,0.000511769,0.000511769
72,93.6726,0.88978,1.5605,0.0108,0.97222,1,0.995,0.79619,0.9403,0.75795,0.0127,0.000495266,0.000495266,0.000495266
73,94.7575,0.98127,1.61117,0.01299,0.97326,1,0.995,0.78478,0.92035,0.7231,0.01216,0.000478762,0.000478762,0.000478762
74,95.8807,1.03837,1.77232,0.01304,0.97375,1,0.995,0.78488,0.91537,0.69849,0.01197,0.000462259,0.000462259,0.000462259
75,96.9538,1.04761,1.70535,0.01276,0.97306,1,0.995,0.75909,0.90473,0.68723,0.01198,0.000445756,0.000445756,0.000445756
76,98.0075,0.94796,1.65184,0.01148,0.97199,1,0.995,0.75883,0.94508,0.70344,0.01252,0.000429253,0.000429253,0.000429253
77,99.0832,1.03806,1.70942,0.0122,0.9723,1,0.995,0.72153,0.96237,0.69655,0.01269,0.000412749,0.000412749,0.000412749
78,100.166,0.89542,1.6156,0.01057,0.97224,1,0.995,0.72695,0.94832,0.67512,0.01241,0.000396246,0.000396246,0.000396246
79,101.226,0.88481,1.49647,0.01253,0.9716,1,0.995,0.75874,0.93366,0.64433,0.01224,0.000379743,0.000379743,0.000379743
80,102.361,0.96761,1.6803,0.01152,0.97143,1,0.995,0.75322,0.95251,0.60676,0.01246,0.000363239,0.000363239,0.000363239
81,103.427,0.99579,1.41342,0.01144,0.97221,1,0.995,0.75509,0.97687,0.58458,0.01265,0.000346736,0.000346736,0.000346736
82,104.498,0.94067,1.41446,0.01048,0.97247,1,0.995,0.75219,0.99241,0.58832,0.01268,0.000330233,0.000330233,0.000330233
83,105.555,0.89569,1.47214,0.01068,0.97288,1,0.995,0.75332,0.99019,0.57921,0.01263,0.000313729,0.000313729,0.000313729
84,106.616,0.98818,1.64064,0.01279,0.97414,1,0.995,0.76345,0.9743,0.5876,0.01245,0.000297226,0.000297226,0.000297226
85,107.737,1.02677,1.60571,0.01328,0.97458,1,0.995,0.74646,0.96235,0.58953,0.0123,0.000280723,0.000280723,0.000280723
86,108.814,0.91545,1.52364,0.01135,0.97444,1,0.995,0.74653,0.95123,0.57888,0.01224,0.00026422,0.00026422,0.00026422
87,109.856,0.95965,1.55079,0.01242,0.97485,1,0.995,0.74406,0.94582,0.57897,0.01229,0.000247716,0.000247716,0.000247716
88,110.882,0.95715,1.53335,0.01228,0.97417,1,0.995,0.76738,0.95637,0.58097,0.01253,0.000231213,0.000231213,0.000231213
89,111.897,0.9068,1.49071,0.01009,0.97463,1,0.995,0.75941,0.99407,0.59018,0.01324,0.00021471,0.00021471,0.00021471
90,112.982,0.86115,1.55031,0.01084,0.97533,1,0.995,0.7427,1.02336,0.59524,0.01386,0.000198206,0.000198206,0.000198206
91,120.208,0.8036,2.45354,0.01359,0.97638,1,0.995,0.73434,1.06145,0.61107,0.01445,0.000181703,0.000181703,0.000181703
92,121.273,0.91455,2.65221,0.01482,0.97729,1,0.995,0.74106,1.08055,0.62198,0.01486,0.0001652,0.0001652,0.0001652
93,122.293,0.81873,2.50909,0.01249,0.97794,1,0.995,0.74077,1.1002,0.61838,0.01521,0.000148696,0.000148696,0.000148696
94,123.339,0.78144,2.46273,0.01181,0.97846,1,0.995,0.7398,1.11863,0.61826,0.01546,0.000132193,0.000132193,0.000132193
95,124.36,0.70519,2.33523,0.01196,0.97876,1,0.995,0.73909,1.11233,0.61948,0.01544,0.00011569,0.00011569,0.00011569
96,125.462,0.85115,2.4149,0.01375,0.97871,1,0.995,0.7143,1.11311,0.61687,0.01538,9.91865e-05,9.91865e-05,9.91865e-05
97,126.45,0.78265,2.2761,0.01216,0.97878,1,0.995,0.73907,1.0951,0.60498,0.01522,8.26832e-05,8.26832e-05,8.26832e-05
98,127.482,0.74127,2.30111,0.01165,0.97847,1,0.995,0.73906,1.0942,0.60179,0.01513,6.61799e-05,6.61799e-05,6.61799e-05
99,128.503,0.74922,2.27054,0.01152,0.97858,1,0.995,0.73906,1.08533,0.59598,0.01505,4.96766e-05,4.96766e-05,4.96766e-05
100,129.521,0.65226,2.26113,0.01109,0.97861,1,0.995,0.73906,1.08443,0.59635,0.01495,3.31733e-05,3.31733e-05,3.31733e-05
